901779-16-1,54005,26
901779-7-1,21971,2
901779-8-1,25200,34
901780-14-1,51799,11
901780-7-1,21604,8
901781-8-0,28933,45
901783-11-0,36009,23
901783-9-1,28806,8
901784-10-1,32484,2
901784-17-0,57637,23
901784-9-1,32484,2
901786-8-1,25209,21
901791-11-0,36003,31
901791-15-0,56238,2
901791-8-1,29051,4
901793-7-0,24918,31
901793-8-0,25209,31
901794-11-0,36009,12
901794-15-1,55618,4
901794-16-0,54008,31
901794-9-0,28800,31
901795-10-0,32403,31
901795-14-1,52983,4
901797-16-1,58017,4
901797-17-1,58017,4
901797-7-0,24345,31
901798-8-1,26681,4
902011-17-0,57620,19
902011-7-1,27941,2
902013-16-1,54007,2
902013-8-1,32389,2
902014-10-0,32949,2
902014-14-0,51804,12
902014-8-1,25205,2
902015-17-0,57710,2
902016-10-0,32401,7
902016-16-1,54009,14
902016-8-1,25201,11
902017-11-1,36007,2
902017-15-1,51791,25
902019-10-0,35220,2
902019-14-0,51799,5
902020-14-0,51804,9
902020-16-0,54000,19
902020-9-1,28853,2
902021-14-0,51796,19
902021-8-1,25209,2
902022-8-1,25293,2
902023-15-0,52657,2
902023-8-0,26095,2
902024-16-0,54039,4
902025-7-0,22644,7
902025-8-0,26996,2
902027-15-1,51799,2
902027-8-0,26345,2
902029-10-1,35294,2
902029-11-1,36009,7
902029-16-0,55104,2
902033-11-0,36008,20
902033-17-0,57639,20
902038-10-1,32402,6
902038-16-1,55750,2
902038-8-0,28194,4
902038-8-1,25203,2
902135-15-0,51795,24
902135-16-1,54008,2
902135-17-1,57658,8
902135-8-1,25208,2
902135-9-1,28809,10
902136-11-0,36006,7
902136-14-0,51793,7
902540-11-0,36008,8
902540-16-1,55596,10
902540-17-1,57621,10
902542-7-0,21603,20
902564-10-0,33144,2
902564-8-1,25204,22
902564-9-1,29128,2
902565-10-1,35248,22
902621-10-0,32407,30
902621-9-0,30301,2
902622-17-1,57637,12
902622-7-0,24330,2
902622-8-0,25200,16
902622-8-1,29559,2
902745-7-1,22193,2
902746-11-1,36002,15
902746-17-0,57602,7
902746-7-0,24891,2
902746-8-1,27354,2
902747-10-1,32472,2
902747-9-0,29277,2
902749-10-0,35824,2
902749-17-1,57638,30
902753-10-1,33998,2
902753-7-1,25592,4
902753-9-1,28802,30
902754-16-1,57340,21
902754-17-0,58049,2
902754-8-1,27852,2
902755-15-0,51803,15
902755-15-1,53434,2
902755-17-1,57601,30
902756-7-1,21601,5
902756-8-0,25554,2
902756-8-1,25204,30
902757-14-1,52159,11
902757-8-1,31784,30
902758-15-1,51800,7
902758-16-0,55331,2
902758-16-1,54002,25
902758-7-0,24284,2
902758-8-1,27015,2
903020-17-1,57602,17
903020-9-0,29145,17
903021-17-1,57950,2
903022-15-1,54329,2
903023-10-0,32402,17
903024-11-1,36004,15
903024-8-0,25203,17
903024-9-1,34284,2
903025-14-1,51802,15
903025-16-1,56128,2
903025-7-1,26402,2
903026-14-1,51794,2
903027-10-1,34331,2
903027-14-1,51801,7
903027-16-1,54001,17
903027-8-1,28879,2
903030-10-0,34261,2
903030-11-0,36002,18
903030-9-0,29559,31
903031-15-0,57050,31
903031-16-0,57050,31
903031-7-0,21607,30
903031-9-0,28800,14
903035-10-0,33094,2
903035-16-1,54465,4
903035-7-0,23745,2
903035-8-1,29982,4
903035-9-0,28801,31
903036-10-1,33893,4
903036-16-0,54002,28
903038-10-0,32400,25
903038-14-0,51799,5
903038-16-0,54008,24
903038-8-1,25790,2
903039-10-1,33573,2
903039-14-0,52429,2
903039-15-0,52429,2
903039-16-0,54009,25
903039-9-1,28802,2
903040-10-0,32407,25
903040-14-0,51798,24
903040-8-1,28078,2
903041-14-1,51796,2
903041-17-1,58023,2
903041-7-0,24658,2
903041-8-0,25205,25
903042-11-0,36009,13
903042-14-0,51803,25
903042-7-0,23480,21
903042-8-1,25208,2
903042-9-0,28888,2
903043-14-1,51793,13
903043-15-0,54144,2
903043-7-0,21604,26
903046-10-0,32545,2
903046-9-0,28802,26
903049-11-0,36005,23
903049-14-0,51803,24
903049-8-0,25205,19
903049-9-0,33761,2
903052-10-0,32405,24
903052-9-0,29999,2
903053-16-0,54001,26
903053-7-1,21601,2
903056-16-0,54003,4
903056-17-0,57603,26
903057-14-0,52029,3
903057-16-1,55730,2
903057-8-0,27039,2
903057-8-1,25201,14
903057-9-1,32282,2
903058-15-1,52384,4
903058-7-1,23217,2
903060-10-1,32400,7
903060-15-1,54055,2
903060-16-1,54055,2
903060-7-1,24306,2
903060-8-1,25206,10
903061-15-0,54106,11
903061-7-0,21602,21
903061-8-1,27815,2
903062-15-0,51798,21
903062-7-0,21609,18
903062-9-0,28803,21
903066-16-0,54003,7
903118-11-0,36002,2
903118-15-0,51802,2
903118-7-0,21600,2
903149-10-0,35261,2
903149-14-0,52584,2
903149-15-1,57416,4
903149-7-0,26830,2
903149-7-1,26177,26
903150-10-1,34896,3
903150-7-1,21693,26
903150-9-0,31395,2
903151-14-1,53556,4
903151-15-0,51801,14
903151-8-0,25201,25
903151-8-1,25674,4
903151-9-0,32704,2
903151-9-1,28804,26
903152-9-1,30742,4
903153-14-1,51797,9
903153-16-1,54002,26
903153-8-0,27879,2
903153-9-1,31196,4
903155-14-1,51798,22
903155-8-0,25682,4
903156-15-1,53415,2
903156-16-0,56283,4
903156-8-0,26903,4
903156-9-1,28894,2
903359-15-0,54032,3
903359-17-1,57867,2
903359-8-0,29712,3
903360-14-0,51801,18
903360-15-1,55035,4
903360-16-1,55035,4
903360-7-0,23453,3
903360-8-1,27051,2
903361-10-1,32404,32
903361-15-1,51801,4
903363-17-1,57620,7
903363-7-0,27023,2
903365-8-0,25250,3
903366-11-1,36007,32
903366-7-0,24304,2
903368-7-0,25957,2
903368-9-1,29197,2
903370-15-0,51803,27
903857-16-0,56143,30
903857-9-0,28807,23
903861-8-0,25201,49
903861-9-0,32644,4
903867-10-0,32402,34
903867-11-1,36456,4
903868-11-0,36009,30
903869-11-0,36002,40
903870-10-0,32407,18
903870-15-1,51802,28
903870-16-0,57762,4
903870-8-1,25205,2
903872-11-0,36000,9
903872-15-0,51804,32
903873-15-0,51806,39
903874-10-1,32408,16
903874-15-0,51803,18
903874-8-0,25202,14
903874-9-1,31058,4
903875-10-1,32403,9
903875-11-1,36003,34
903875-8-0,25201,9
903876-10-1,33449,4
903876-16-0,54003,21
903876-9-0,28809,29
904209-16-0,54009,25
904210-11-1,36003,2
904210-8-0,26791,2
904211-8-1,25201,3
904211-9-1,28804,15
904212-8-1,25205,2
904229-7-1,21674,22
904229-9-0,28805,14
904253-7-1,23247,2
904255-14-1,51801,23
904255-15-1,51801,23
904255-9-0,33156,2
904256-14-1,51795,31
904256-17-0,57620,2
904256-8-1,25254,2
904257-11-0,36000,17
904257-8-0,25202,4
904258-10-0,32406,24
904259-14-0,53879,26
904260-10-1,32407,7
904260-16-1,54289,26
904261-14-0,51795,26
904261-15-1,52213,5
904261-16-0,57580,2
904261-7-1,22969,26
904261-8-0,25205,2
904263-8-0,32105,2
904263-9-0,32105,2
904264-10-0,34676,2
904264-14-1,51798,26
904264-15-0,52519,2
904264-17-1,57657,9
904264-7-0,26287,2
904264-8-0,26287,2
904264-9-1,29822,4
904265-11-1,36004,26
904267-11-1,36006,21
904267-8-0,30595,2
904267-9-1,29380,26
904759-10-0,32409,7
904759-11-1,36083,2
904759-14-1,51802,11
904759-16-0,54004,3
904759-7-1,21694,2
904759-8-0,25200,7
904759-8-1,29110,4
904760-10-0,34507,2
904760-10-1,32403,9
904760-11-0,36004,13
904760-15-0,52566,22
904760-15-1,53132,2
904760-16-1,54004,9
904760-7-0,22716,22
904760-8-1,25201,11
904760-9-0,28802,17
904763-9-0,33043,22
904764-16-0,54067,22
904765-10-0,32613,2
904765-9-0,29821,22
904766-10-1,34205,3
904766-11-1,36001,18
904766-14-0,51805,16
904766-15-0,51805,16
904766-9-0,29957,2
904766-9-1,28802,16
904767-10-1,35171,3
904767-11-1,36008,10
904767-8-0,25688,22
904767-9-1,28806,10
904768-10-0,32400,22
904768-8-0,27685,2
904769-11-1,36007,17
904769-14-1,52798,4
904769-7-0,24912,23
904770-10-0,32406,21
904770-8-0,26461,23
904770-9-0,30064,2
904771-10-0,32404,15
904771-8-0,25209,17
904772-16-0,56373,23
904772-17-1,57676,9
904772-7-1,28440,4
904772-8-0,28455,23
904773-10-1,32401,9
904773-14-0,51800,12
904787-10-1,34502,20
904787-14-0,51801,19
904787-15-1,54377,2
904789-15-1,52216,2
904790-14-0,52479,2
904790-15-1,51801,23
904791-7-1,21835,4
904792-16-1,54003,23
905117-7-1,22891,2
905117-8-0,27653,2
905119-16-1,54005,21
905119-17-0,57659,4
905119-7-1,21692,2
905119-8-0,26414,2
905119-9-0,28804,18
905120-10-0,35080,2
905120-14-0,51797,14
905247-15-1,54816,2
905248-10-0,32401,21
905248-17-0,57637,24
905248-9-1,28809,26
905249-10-1,32406,8
905249-14-0,51797,20
905249-16-1,54007,4
905249-17-1,57638,23
905249-8-0,25209,5
905250-9-1,28803,31
905254-10-1,32407,17
905254-8-1,27220,2
905255-11-0,36002,14
905255-14-0,53257,2
905255-15-0,53257,2
905257-16-0,54006,14
905257-17-1,57657,8
905257-8-0,25426,2
905258-14-1,52962,2
905258-15-0,51802,14
905258-16-1,54002,6
905258-8-1,31492,2
905258-9-0,28802,14
905259-14-1,51801,2
905259-16-1,54002,12
905259-8-0,25209,27
905259-8-1,26440,2
905261-7-0,21923,17
905262-11-0,36004,27
905262-14-0,51792,27
905264-8-0,28805,2
905265-10-1,32401,24
905265-16-1,54005,5
905265-17-1,57676,22
905265-8-1,25201,26
905266-15-0,51800,27
905266-16-0,54000,27
905266-17-1,57637,10
905267-17-1,57904,3
905268-16-0,54003,11
905269-11-1,36003,17
905270-15-0,56859,5
905271-10-0,32409,9
905271-17-0,57603,4
905272-17-0,58114,2
905273-15-0,51792,25
905273-8-0,25701,25
905274-11-0,36001,6
905274-8-0,26721,2
905275-10-0,33426,2
905275-7-0,21602,25
905276-8-0,28159,2
905277-10-0,32407,16
905277-15-1,51795,26
905279-10-1,32469,2
905279-15-1,55817,2
905279-16-1,55817,2
905279-8-0,26353,2
905279-9-1,32469,2
905280-11-0,36007,31
905280-14-0,51798,41
905280-17-1,57619,25
905280-8-1,26233,2
905340-17-0,57603,24
905341-14-0,51805,24
905341-15-0,51805,24
905341-16-1,54005,7
905344-10-1,35463,2
905344-11-1,36004,10
905344-7-1,21607,10
905344-8-1,26919,2
905345-16-1,57390,2
905345-17-1,57621,3
905345-9-1,29467,26
905346-10-0,32402,17
905346-11-0,36007,21
905346-16-1,57579,2
905351-15-1,52189,2
905352-16-1,54006,9
905353-16-1,55849,2
905353-7-1,25935,2
905353-9-1,28805,26
905354-8-1,26667,2
905354-9-1,28809,23
905355-8-1,26171,22
905357-8-1,25898,2
905359-16-1,54001,19
905359-7-1,21607,28
905362-10-0,32403,14
905362-7-1,25351,2
905362-8-0,25201,14
905363-10-1,32409,14
905363-8-0,28696,14
905364-10-1,32405,8
905364-11-0,36005,9
905364-14-1,51798,3
905364-17-0,57619,9
905367-10-1,35616,2
905367-11-1,36005,3
905367-14-0,52485,2
905367-15-0,52485,2
905367-8-0,25203,14
905367-8-1,26565,2
905368-15-0,51800,13
905368-16-0,54000,14
905368-9-0,28807,14
905369-7-0,25168,27
905370-17-0,57638,20
905370-7-0,22896,2
905370-7-1,21996,26
905371-9-0,28804,2
905373-10-0,32404,11
905373-15-1,53056,2
905373-17-0,57658,11
905373-8-1,28711,2
905374-14-0,53463,26
905377-10-0,32406,25
905377-17-0,58063,2
905378-16-0,54004,7
905378-7-1,24341,2
905378-8-0,27672,2
905380-10-0,32409,3
905380-16-0,57126,2
905380-17-0,57654,5
905381-14-0,51795,10
905381-7-0,23768,2
905383-10-0,34147,2
905383-11-0,36009,17
905383-14-0,52068,2
905384-11-0,36007,25
905384-7-0,22892,2
905384-9-0,30387,2
905386-11-0,36008,4
905386-14-0,51796,24
905386-15-0,51796,24
905386-16-1,54008,5
905386-7-1,22143,20
905386-8-0,25203,11
905387-10-1,33408,2
905387-8-1,25973,2
905388-15-0,51803,41
905388-17-1,57655,38
905388-9-1,28804,34
905389-17-0,57653,2
905389-9-0,30109,2
905747-8-1,25227,2
905755-8-0,25617,3
905755-9-1,31220,2
906334-16-1,54003,6
906334-8-1,25206,2
906334-9-0,31260,2
906335-16-1,54764,2
906336-14-0,51800,31
906336-15-1,55579,2
906336-8-1,25208,2
906336-9-0,34820,2
906337-10-0,36037,2
906337-14-0,51796,22
906337-16-1,56234,2
906337-17-1,57743,13
906337-8-1,25422,2
906338-14-0,51800,12
906338-15-0,51800,12
906338-16-1,57871,3
906339-15-0,51796,3
906340-11-1,36002,43
906340-17-1,57603,43
906340-8-1,26406,2
906340-9-1,28807,2
906344-15-1,52220,2
906344-16-1,54004,14
906344-7-1,21603,2
906345-14-1,51797,21
906345-16-0,55506,2
906345-8-0,25208,10
906346-10-1,33354,2
906346-14-1,51797,15
906346-15-1,51797,15
906346-16-0,56213,2
906346-7-0,25279,2
906346-8-0,25279,2
906347-10-1,34278,2
906347-14-1,51799,11
906347-17-0,57619,5
906347-8-0,26159,2
906347-9-0,28808,24
906348-10-1,35087,2
906348-14-1,51802,10
906348-15-1,51802,10
906348-16-0,57725,2
906348-17-0,57725,2
906348-7-0,27083,2
906348-8-0,27083,2
906348-9-0,28804,15
906349-7-0,21711,2
906349-8-0,25207,33
906349-9-1,28802,2
906350-8-0,25209,27
906350-9-1,28800,2
906351-10-1,32405,10
906351-16-0,54784,2
906351-7-0,23441,2
906351-8-0,25203,18
906353-14-0,51795,17
906353-16-1,55708,13
906354-10-0,32404,21
906354-16-1,54001,10
906354-7-1,21602,2
906354-8-1,25202,12
906354-9-0,30037,2
906355-15-1,51796,43
906355-17-0,57605,43
906357-10-0,32406,24
906357-15-0,51796,28
906357-7-1,21656,2
906357-8-1,25206,28
906359-10-0,32406,5
906359-7-1,24086,2
906360-9-1,32452,2
906361-10-1,33648,2
906361-14-1,52856,2
906361-15-1,52856,2
906361-9-1,29486,3
906363-7-1,22928,3
906364-10-0,32406,10
906364-16-0,54008,29
906365-10-1,32406,36
906365-14-1,51800,36
906365-16-1,54001,50
906366-10-1,32400,27
906366-9-1,28884,2
906367-10-1,32401,18
906367-9-1,29811,2
906368-10-1,32405,12
906368-8-1,30645,2
906368-9-1,30645,2
906369-14-1,51798,2
906369-8-1,26882,2
906369-9-1,28804,2
906370-15-0,51800,3
906370-17-0,57654,41
906370-8-1,28434,3
906371-7-1,23125,13
906371-9-0,28801,7
906372-17-1,57758,2
906372-8-0,26517,4
906372-9-0,28808,22
906373-11-1,36001,8
906373-14-0,51796,50
906373-8-0,25209,17
906373-9-0,28801,45
906374-14-0,51795,50
906374-16-1,55865,2
906374-17-1,57600,13
906374-8-0,25202,4
906376-10-0,33731,2
906376-14-1,51802,6
906376-16-0,56202,2
906376-8-1,29523,2
906378-15-1,53232,2
906378-16-1,54001,10
906378-17-0,57990,2
906378-17-1,57619,34
906378-7-0,23031,23
906378-8-1,30954,2
906378-9-1,30954,2
906379-14-1,52156,2
906379-15-1,52156,2
906379-16-0,54335,18
906379-16-1,54007,17
906379-17-0,57657,3
906380-14-1,51795,33
906380-15-0,52365,2
906380-16-0,54003,12
906380-7-1,27550,2
906380-9-0,31693,2
906381-10-1,33095,2
906381-15-1,55232,2
906381-7-0,21606,36
906381-8-0,25828,2
906381-9-1,33095,2
906382-10-1,34474,2
906382-15-0,51796,20
906382-16-1,56326,2
906382-7-1,23894,2
906382-8-1,25203,14
906382-9-0,28808,14
906385-10-1,33794,2
906385-15-0,57157,36
906385-7-1,23122,2
906385-8-0,26676,2
906386-11-0,36003,25
906386-15-1,51799,16
906386-17-0,57654,17
906386-7-0,21602,36
906386-9-1,28802,3
906387-11-1,36004,7
906387-8-1,32388,4
906388-10-0,32404,36
906388-14-0,51795,36
906388-16-1,54096,2
906388-9-1,32484,2
906389-15-0,51796,4
906390-14-1,51803,24
906390-7-1,28215,2
906391-10-0,32408,36
906391-10-1,35948,2
906391-11-1,36008,3
906391-15-0,51797,13
906391-17-1,57603,3
906391-8-0,28527,2
906391-9-0,28807,4
906392-8-0,25207,13
906392-9-1,31595,2
906393-10-0,32403,36
906393-8-1,25202,10
906395-11-0,36099,2
906395-15-0,51823,12
906396-15-0,53333,2
906396-7-1,22270,2
906396-8-1,29362,2
906396-9-1,29362,2
906397-10-1,32400,22
906397-14-1,51798,8
906397-15-1,51798,8
906397-16-1,54009,26
906397-17-0,57601,26
906398-10-1,32402,13
906398-8-1,25205,8
906399-11-1,36008,14
906399-16-0,54003,21
906399-7-1,27151,2
906399-8-0,26978,26
906400-10-0,32408,26
906400-15-0,55135,12
906400-16-0,55135,12
906402-9-1,28866,2
906403-10-1,35296,2
906403-15-0,52489,2
906403-16-0,54000,12
906403-8-1,28342,2
906404-16-0,54644,2
906404-7-0,23070,4
906404-8-0,25201,26
906404-9-0,30541,4
906405-10-0,32404,26
906405-16-0,55843,26
906405-7-1,25691,2
906405-9-1,32474,2
906406-16-0,54008,35
906406-16-1,54678,2
906406-9-1,28802,28
906407-10-0,33075,2
906407-14-0,52750,2
906407-14-1,51799,31
906407-15-1,51799,31
906407-17-0,57601,35
906407-7-0,27950,35
906407-8-1,28715,2
906408-7-0,26406,35
906994-11-1,36007,29
906994-14-1,51799,2
906994-15-1,51799,2
906994-17-1,57604,24
906996-10-1,32400,2
906996-16-1,56525,2
906996-8-0,27765,2
906996-9-0,28800,7
906997-14-1,52909,2
906997-15-1,52909,2
906997-9-1,32456,2
906998-10-1,36096,2
906998-11-1,36096,2
906998-14-1,51799,24
906998-7-1,23887,26
906998-8-0,29271,2
906998-9-0,29271,2
906999-15-0,51801,7
906999-16-0,54009,20
906999-7-1,21619,2
906999-8-0,26138,2
906999-8-1,25207,26
907000-16-0,54257,2
907000-17-0,57639,14
907001-8-1,27048,2
907003-15-1,51796,6
907003-17-0,57638,6
907005-7-0,21609,2
907005-9-1,28876,2
907007-16-0,54001,37
907007-17-0,57601,37
907008-14-0,51797,37
907009-16-0,55418,2
907010-10-1,33516,2
907010-16-0,54655,3
907010-17-0,57604,20
907010-9-0,28800,11
907011-10-0,32403,30
907012-16-1,54005,3
907012-7-1,21603,3
907012-8-1,25200,3
907013-8-1,28673,3
907013-9-0,35483,3
907014-14-0,53879,3
907014-8-1,26110,30
907015-10-1,32401,17
907015-16-0,54000,30
907016-16-0,54000,20
907016-16-1,57711,3
907016-17-0,57621,30
907016-7-1,23329,30
907016-8-1,27602,3
907018-15-0,55603,3
907018-16-0,55603,3
907018-16-1,55843,3
907018-17-1,57603,17
907019-8-1,26986,3
907023-10-1,36354,3
907025-15-0,51797,3
907025-8-0,28157,30
907027-10-0,32404,24
907027-15-0,55825,3
907028-11-1,36008,30
907028-15-0,51803,30
907028-17-0,57935,3
907028-7-0,21609,30
907030-10-0,35179,3
907030-15-1,51796,4
907030-16-0,56957,3
907030-7-0,22310,2
907030-8-0,25202,14
907030-9-0,28802,30
911400-15-0,51793,9
911408-10-1,32402,18
911408-9-1,30652,2
911409-14-1,51799,36
911411-10-0,35104,2
911411-16-1,55713,2
911411-8-1,28830,2
911411-9-0,28800,41
911412-14-1,51792,25
911414-10-0,32400,7
911414-8-1,25692,2
911415-10-1,32734,2
911415-11-1,36008,15
911415-14-1,51793,16
911415-16-0,55915,2
911415-8-0,25200,6
911416-8-0,25200,6
911417-8-0,28964,2
911427-11-1,36509,2
911427-9-1,29288,2
911429-10-0,34393,2
911429-16-0,55642,2
911431-8-0,27090,2
911501-10-0,32400,4
911501-16-0,54634,2
911501-8-1,26011,2
911510-11-0,36007,20
911511-14-0,51799,5
911511-16-1,56882,2
911511-7-1,25085,11
911511-8-0,27651,2
911511-9-1,33422,2
911512-10-1,33949,2
911512-8-1,25202,19
911515-10-1,32409,4
911515-11-1,36000,26
911515-16-0,54000,24
911515-16-1,55222,2
911515-9-0,28807,21
911521-11-0,36007,24
911521-11-1,36357,2
911521-16-0,57896,24
911521-8-1,25200,5
911523-11-0,36000,24
911523-15-1,51793,20
911523-16-0,54005,2
911523-17-0,57617,19
911524-14-1,51793,23
911529-10-1,32914,2
911529-11-1,36000,20
911529-17-1,57600,7
911529-9-0,28809,13
911530-10-0,32441,2
911530-14-1,51794,12
911530-15-1,51794,12
911530-16-0,55199,2
911530-7-0,24221,15
911531-14-1,52259,2
911531-7-0,26983,16
911531-9-1,28975,2
911532-10-1,32406,7
911532-11-1,36000,26
911532-8-0,25202,2
911532-9-0,28806,22
911533-16-0,54007,24
911533-9-0,33350,2
911535-16-0,56449,2
911536-10-1,34598,11
911536-11-0,36002,21
911536-17-1,57636,26
911536-9-0,34992,16
911546-14-0,51793,21
911553-10-0,32404,9
911553-9-0,31082,2
911554-10-0,32535,2
911554-15-1,55776,2
911554-16-1,55776,2
911554-8-1,26869,2
911555-10-0,32403,18
911555-8-1,25284,2
911556-14-0,51802,39
911557-10-0,34480,2
911557-14-0,51936,39
911557-15-0,51936,39
911557-7-0,24596,39
911557-9-1,29572,2
911560-10-0,32400,39
911560-9-1,33221,2
911561-10-0,32404,39
911561-11-1,36000,16
911561-15-0,55907,39
911562-16-1,54891,2
911562-7-1,24716,2
911562-9-0,29462,2
911563-10-0,33031,2
911563-9-0,33031,2
911565-14-1,51795,30
911565-8-0,25209,4
911566-16-0,54006,22
911566-8-0,25205,32
911568-16-0,54006,10
921303-10-1,32448,2
921600-16-0,54756,2
921600-8-0,28825,2
921606-10-1,33024,32
921608-10-0,32405,23
921608-10-1,32565,4
921608-16-1,55706,4
921608-7-0,22176,2
921608-8-0,25203,23
921608-8-1,26177,5
921608-9-1,32565,4
921609-15-1,55300,4
